Your Input	WormBase Gene ID	UniProt	Reference UniProt ID
WBGene00015078	WBGene00015078	N.A.	N.A.
WBGene00015079	WBGene00015079	Q09964, G8JXY4, G4RRB5	Q09964
WBGene00015080	WBGene00015080	Q10909	Q10909
WBGene00015081	WBGene00015081	Q09965	Q09965
WBGene00015082	WBGene00015082	Q09966	Q09966
WBGene00015083	WBGene00015083	Q09967	Q09967
WBGene00015084	WBGene00015084	Q09968	Q09968
WBGene00015085	WBGene00015085	Q960A0, A0A2K5ATT9	Q960A0
WBGene00015087	WBGene00015087	Q10915	Q10915
WBGene00015088	WBGene00015088	Q10917, G8JXY5	Q10917
WBGene00015089	WBGene00015089	Q10918	Q10918
WBGene00015091	WBGene00015091	O01441	O01441
WBGene00015092	WBGene00015092	Q2L6V1, Q2L6V2	Q2L6V2
WBGene00015093	WBGene00015093	O01439	O01439
WBGene00015094	WBGene00015094	Q2L6V0, O01440	O01440
WBGene00015095	WBGene00015095	O01442	O01442
WBGene00015096	WBGene00015096	Q7Z116	Q7Z116
WBGene00015097	WBGene00015097	O44170, V6CJ41	O44170
WBGene00015098	WBGene00015098	O44168	O44168
WBGene00015099	WBGene00015099	P41992	P41992
WBGene00015100	WBGene00015100	P41993	P41993
WBGene00015101	WBGene00015101	P41994	P41994
WBGene00015102	WBGene00015102	P41996	P41996
WBGene00015103	WBGene00015103	P41998	P41998
WBGene00015104	WBGene00015104	P42000	P42000
WBGene00015105	WBGene00015105	P42001	P42001
WBGene00015106	WBGene00015106	P42083	P42083
WBGene00015107	WBGene00015107	Q5WRU4	Q5WRU4
WBGene00015108	WBGene00015108	O16617	O16617
WBGene00015109	WBGene00015109	N.A.	N.A.
WBGene00015110	WBGene00015110	O16614	O16614
WBGene00015111	WBGene00015111	O16611	O16611
WBGene00015112	WBGene00015112	H2KY83, O16612	O16612
WBGene00015113	WBGene00015113	O16613	O16613
WBGene00015114	WBGene00015114	O16616	O16616
WBGene00015115	WBGene00015115	Q10921	Q10921
WBGene00015116	WBGene00015116	Q10457	Q10457
WBGene00015117	WBGene00015117	Q9TXP8	Q9TXP8
WBGene00015118	WBGene00015118	Q9TXQ0	Q9TXQ0
WBGene00015119	WBGene00015119	Q10926	Q10926
WBGene00015120	WBGene00015120	N.A.	N.A.
WBGene00015121	WBGene00015121	Q10927	Q10927
WBGene00015122	WBGene00015122	Q10928	Q10928
WBGene00015123	WBGene00015123	N.A.	N.A.
WBGene00015124	WBGene00015124	P34254	P34254
WBGene00015125	WBGene00015125	P34255	P34255
WBGene00015126	WBGene00015126	P34256	P34256
WBGene00015127	WBGene00015127	N.A.	N.A.
WBGene00015128	WBGene00015128	P34258, A9Z1J8	P34258
WBGene00015129	WBGene00015129	P34259	P34259
WBGene00015130	WBGene00015130	P34260	P34260
WBGene00015131	WBGene00015131	P34261	P34261
WBGene00015132	WBGene00015132	P34263	P34263
WBGene00015133	WBGene00015133	P34264	P34264
WBGene00015134	WBGene00015134	Q10932	Q10932
WBGene00015135	WBGene00015135	Q27465	Q27465
WBGene00015136	WBGene00015136	Q10933	Q10933
WBGene00015137	WBGene00015137	Q10937	Q10937
WBGene00015138	WBGene00015138	Q10938, A0A2K5ATZ8	Q10938
WBGene00015139	WBGene00015139	Q10939	Q10939
WBGene00015141	WBGene00015141	Q10941, A0A2K5ATY0	Q10941
WBGene00015142	WBGene00015142	Q10942	Q10942
WBGene00015143	WBGene00015143	A0A2K5ATS4, A0A2K5ATS7, A0A2K5ATT0, Q10954	A0A2K5ATS7
WBGene00015145	WBGene00015145	Q17483, H2KY75	H2KY75
WBGene00015146	WBGene00015146	Q10929	Q10929
WBGene00015147	WBGene00015147	Q5DX39, H2KY76	H2KY76
WBGene00015148	WBGene00015148	Q10956, H2KY79	Q10956
WBGene00015149	WBGene00015149	Q10957	Q10957
WBGene00015150	WBGene00015150	Q9BIB4	Q9BIB4
WBGene00015151	WBGene00015151	O61959	O61959
WBGene00015152	WBGene00015152	A0A0K3AV78, O61958	O61958
WBGene00015153	WBGene00015153	A0A0K3AUN6, A0A0K3AV61	A0A0K3AV61
WBGene00015155	WBGene00015155	Q10958, A0A238UKI8, A8WFH0, Q9N391, A0A238UKM2	Q10958
WBGene00015156	WBGene00015156	Q10946, Q4TTD1	Q10946
WBGene00015157	WBGene00015157	Q7JPQ6	Q7JPQ6
WBGene00015158	WBGene00015158	Q10948	Q10948
WBGene00015159	WBGene00015159	Q10949	Q10949
WBGene00015160	WBGene00015160	Q10950	Q10950
WBGene00015161	WBGene00015161	Q10944	Q10944
WBGene00015162	WBGene00015162	P53993	P53993
WBGene00015163	WBGene00015163	Q10952	Q10952
WBGene00015164	WBGene00015164	Q9TXZ9	Q9TXZ9
WBGene00015165	WBGene00015165	Q7Z118	Q7Z118
WBGene00015166	WBGene00015166	N.A.	N.A.
WBGene00015167	WBGene00015167	Q11077	Q11077
WBGene00015168	WBGene00015168	Q11067	Q11067
WBGene00015169	WBGene00015169	Q6LCP9	Q6LCP9
WBGene00015170	WBGene00015170	Q17501	Q17501
WBGene00015171	WBGene00015171	H2KY90, Q95ZZ6	H2KY90
WBGene00015172	WBGene00015172	Q95ZZ5	Q95ZZ5
WBGene00015173	WBGene00015173	A0A131MCR0, A0A131MBH5, A0A131MCW2, A0A131MBP2, A0A131MD37	A0A131MD37
WBGene00015175	WBGene00015175	O01838	O01838
WBGene00015176	WBGene00015176	O01839, G8XYY4	O01839
WBGene00015177	WBGene00015177	Q11069, A0A1N7SYT6, A0A1N7SYS6, A0A1N7SZ06	Q11069
WBGene00015178	WBGene00015178	Q11070	Q11070
WBGene00015179	WBGene00015179	Q11071	Q11071
WBGene00015180	WBGene00015180	Q11072	Q11072
WBGene00015181	WBGene00015181	Q11073	Q11073
WBGene00015182	WBGene00015182	Q11074, Q2L6Y1	Q11074
WBGene00015183	WBGene00015183	P90997	P90997
WBGene00015184	WBGene00015184	P90994	P90994
WBGene00015185	WBGene00015185	P90993	P90993
WBGene00015186	WBGene00015186	P90992	P90992
WBGene00015188	WBGene00015188	A0A0K3AUF2, A0A0K3AQW3	A0A0K3AQW3
WBGene00015189	WBGene00015189	P90989	P90989
WBGene00015190	WBGene00015190	Q8WT45	Q8WT45
WBGene00015191	WBGene00015191	P90991	P90991
WBGene00015192	WBGene00015192	P90995	P90995
WBGene00015193	WBGene00015193	P90996	P90996
WBGene00015194	WBGene00015194	P90990	P90990
WBGene00015196	WBGene00015196	O17168	O17168
WBGene00015197	WBGene00015197	O17167	O17167
WBGene00015198	WBGene00015198	O17166	O17166
WBGene00015199	WBGene00015199	O17169	O17169
WBGene00015200	WBGene00015200	O17173	O17173
WBGene00015201	WBGene00015201	N.A.	N.A.
WBGene00015202	WBGene00015202	Q17508	Q17508
WBGene00015203	WBGene00015203	Q09437	Q09437
WBGene00015204	WBGene00015204	Q09214	Q09214
WBGene00015205	WBGene00015205	Q09215	Q09215
WBGene00015206	WBGene00015206	Q09216	Q09216
WBGene00015207	WBGene00015207	Q09217, G8JXY3	Q09217
WBGene00015208	WBGene00015208	Q09218	Q09218
WBGene00015210	WBGene00015210	Q17523	Q17523
WBGene00015211	WBGene00015211	Q17524	Q17524
WBGene00015214	WBGene00015214	Q17519	Q17519
WBGene00015215	WBGene00015215	Q17518	Q17518
WBGene00015216	WBGene00015216	Q17522	Q17522
WBGene00015217	WBGene00015217	Q17525	Q17525
WBGene00015218	WBGene00015218	Q22886	Q22886
WBGene00015219	WBGene00015219	Q22885	Q22885
WBGene00015220	WBGene00015220	B1Q247, H2KYB0	H2KYB0
WBGene00015221	WBGene00015221	Q22880	Q22880
WBGene00015222	WBGene00015222	E3W722, H2KYB1	H2KYB1
WBGene00015223	WBGene00015223	E3W720	E3W720
WBGene00015224	WBGene00015224	Q22881	Q22881
WBGene00015225	WBGene00015225	Q22882	Q22882
WBGene00015226	WBGene00015226	Q22883	Q22883
WBGene00015227	WBGene00015227	Q95Q93	Q95Q93
WBGene00015228	WBGene00015228	N.A.	N.A.
WBGene00015229	WBGene00015229	O61822	O61822
WBGene00015230	WBGene00015230	O61821	O61821
WBGene00015231	WBGene00015231	O61816	O61816
WBGene00015232	WBGene00015232	O61815	O61815
WBGene00015233	WBGene00015233	O61817	O61817
WBGene00015235	WBGene00015235	G4RT11	G4RT11
WBGene00015236	WBGene00015236	O61823	O61823
WBGene00015237	WBGene00015237	O61825, G4RT15	G4RT15
WBGene00015238	WBGene00015238	Q95X35	Q95X35
WBGene00015241	WBGene00015241	Q9N5Z7	Q9N5Z7
WBGene00015242	WBGene00015242	Q9N5Z9	Q9N5Z9
WBGene00015243	WBGene00015243	N.A.	N.A.
WBGene00015244	WBGene00015244	Q9N5Z8	Q9N5Z8
WBGene00015245	WBGene00015245	Q9N5Z6	Q9N5Z6
WBGene00015246	WBGene00015246	O76663	O76663
WBGene00015247	WBGene00015247	O76665	O76665
WBGene00015248	WBGene00015248	O44441	O44441
WBGene00015249	WBGene00015249	U4PEY4, O44438	O44438
WBGene00015250	WBGene00015250	U4PMI3, U4PBQ7, U4PC30	U4PBQ7
WBGene00015251	WBGene00015251	O44440, U4PRU4	O44440
WBGene00015252	WBGene00015252	O44442	O44442
WBGene00015253	WBGene00015253	P91000	P91000
WBGene00015254	WBGene00015254	P91008	P91008
WBGene00015255	WBGene00015255	P91006	P91006
WBGene00015257	WBGene00015257	P91004	P91004
WBGene00015258	WBGene00015258	P91003	P91003
WBGene00015259	WBGene00015259	P91002	P91002
WBGene00015260	WBGene00015260	A0A0K3AXK7, A0A0K3AVB0, A0A0K3ART0	A0A0K3ART0
WBGene00015261	WBGene00015261	Q11078	Q11078
WBGene00015262	WBGene00015262	Q11081	Q11081
WBGene00015263	WBGene00015263	Q11082, A8WFI5, Q8MQF9	Q11082
WBGene00015264	WBGene00015264	Q11083	Q11083
WBGene00015265	WBGene00015265	Q11084	Q11084
WBGene00015266	WBGene00015266	Q965N3	Q965N3
WBGene00015267	WBGene00015267	Q965N4	Q965N4
WBGene00015268	WBGene00015268	A0A0K3ARS9, A0A0K3AX46	A0A0K3AX46
WBGene00015269	WBGene00015269	N.A.	N.A.
WBGene00015270	WBGene00015270	G5ECR6	G5ECR6
WBGene00015271	WBGene00015271	A0A0M7RDW4, G5EDZ6, A0A0M7RFG7	G5EDZ6
WBGene00015272	WBGene00015272	G5EDB5, A0A0M7RDX3	G5EDB5
WBGene00015273	WBGene00015273	A0A0M7RE14, Q9UAT3, A0A0M7RFF6, A0A0M7RDR8	Q9UAT3
WBGene00015277	WBGene00015277	G5EEP1	G5EEP1
WBGene00015278	WBGene00015278	Q17543	Q17543
WBGene00015279	WBGene00015279	V6CJY6, Q17541	Q17541
WBGene00015280	WBGene00015280	V6CLC8, H2KYC9, V6CLB5, Q8MQF7	H2KYC9
WBGene00015281	WBGene00015281	V6CL84, Q17538	Q17538
WBGene00015282	WBGene00015282	Q17539	Q17539
WBGene00015283	WBGene00015283	Q17540	Q17540
WBGene00015284	WBGene00015284	Q17542	Q17542
WBGene00015285	WBGene00015285	O17208	O17208
WBGene00015286	WBGene00015286	O17206	O17206
WBGene00015287	WBGene00015287	O17204	O17204
WBGene00015288	WBGene00015288	O17205	O17205
WBGene00015289	WBGene00015289	N.A.	N.A.
WBGene00015291	WBGene00015291	O17210	O17210
WBGene00015292	WBGene00015292	Q11089	Q11089
WBGene00015293	WBGene00015293	Q11090, A0A5E4LZ36, A0A5E4LWD8, A0A5E4LWP2, A0A5E4LWR3	Q11090
WBGene00015294	WBGene00015294	Q11086, Q6AHQ9	Q11086
WBGene00015295	WBGene00015295	Q11087	Q11087
WBGene00015296	WBGene00015296	Q17558	Q17558
WBGene00015297	WBGene00015297	Q17557	Q17557
WBGene00015298	WBGene00015298	Q17556, Q2L6W1	Q17556
WBGene00015299	WBGene00015299	Q17553	Q17553
WBGene00015300	WBGene00015300	Q17554	Q17554
WBGene00015301	WBGene00015301	Q17555	Q17555
WBGene00015303	WBGene00015303	H2KYD2, O01443	O01443
WBGene00015305	WBGene00015305	Q17565	Q17565
WBGene00015306	WBGene00015306	Q17566	Q17566
WBGene00015307	WBGene00015307	Q17568	Q17568
WBGene00015308	WBGene00015308	Q17569	Q17569
WBGene00015309	WBGene00015309	V6CIV2	V6CIV2
WBGene00015310	WBGene00015310	P90740, V6CK03	P90740
WBGene00015311	WBGene00015311	Q9TXQ7	Q9TXQ7
WBGene00015312	WBGene00015312	P91011, H2KYD5	P91011
WBGene00015313	WBGene00015313	P91017	P91017
WBGene00015315	WBGene00015315	Q5F4V7	Q5F4V7
WBGene00015316	WBGene00015316	Q5F4V6	Q5F4V6
WBGene00015317	WBGene00015317	Q5F4V5	Q5F4V5
WBGene00015318	WBGene00015318	Q5F4V0	Q5F4V0
WBGene00015319	WBGene00015319	N.A.	N.A.
WBGene00015320	WBGene00015320	Q11091	Q11091
WBGene00015321	WBGene00015321	N.A.	N.A.
WBGene00015322	WBGene00015322	Q11093	Q11093
WBGene00015323	WBGene00015323	Q11095	Q11095
WBGene00015324	WBGene00015324	Q11096	Q11096
WBGene00015325	WBGene00015325	Q11097	Q11097
WBGene00015326	WBGene00015326	G5EEH6	G5EEH6
WBGene00015327	WBGene00015327	O44445	O44445
WBGene00015328	WBGene00015328	O44443	O44443
WBGene00015329	WBGene00015329	O44444	O44444
WBGene00015330	WBGene00015330	O44447, V6CLE9	O44447
WBGene00015331	WBGene00015331	O44448	O44448
WBGene00015332	WBGene00015332	P34269	P34269
WBGene00015333	WBGene00015333	P34272	P34272
WBGene00015334	WBGene00015334	P34273	P34273
WBGene00015335	WBGene00015335	P34275	P34275
WBGene00015336	WBGene00015336	P34276	P34276
WBGene00015337	WBGene00015337	P34277	P34277
WBGene00015338	WBGene00015338	O16436, A0A131MBN3	O16436
WBGene00015339	WBGene00015339	O16428	O16428
WBGene00015340	WBGene00015340	O16427	O16427
WBGene00015341	WBGene00015341	O16429	O16429
WBGene00015342	WBGene00015342	O16435	O16435
WBGene00015344	WBGene00015344	H2KYE0	H2KYE0
WBGene00015345	WBGene00015345	P34279	P34279
WBGene00015346	WBGene00015346	P34280	P34280
WBGene00015347	WBGene00015347	P34281	P34281
WBGene00015348	WBGene00015348	P34282	P34282
WBGene00015349	WBGene00015349	P34283	P34283
WBGene00015350	WBGene00015350	P34284	P34284
WBGene00015351	WBGene00015351	P34287	P34287
WBGene00015352	WBGene00015352	Q95QY7	Q95QY7
WBGene00015353	WBGene00015353	P61228	P61228
WBGene00015354	WBGene00015354	Q11099	Q11099
WBGene00015355	WBGene00015355	Q11101	Q11101
WBGene00015356	WBGene00015356	Q11102	Q11102
WBGene00015357	WBGene00015357	Q11103	Q11103
WBGene00015359	WBGene00015359	N.A.	N.A.
WBGene00015360	WBGene00015360	Q17593	Q17593
WBGene00015361	WBGene00015361	O17053	O17053
WBGene00015362	WBGene00015362	O17054	O17054
WBGene00015364	WBGene00015364	Q17594	Q17594
WBGene00015365	WBGene00015365	N.A.	N.A.
WBGene00015366	WBGene00015366	O16508	O16508
WBGene00015367	WBGene00015367	O16504	O16504
WBGene00015368	WBGene00015368	O16505	O16505
WBGene00015369	WBGene00015369	O16506	O16506
WBGene00015371	WBGene00015371	O16510	O16510
WBGene00015372	WBGene00015372	Q11108	Q11108
WBGene00015373	WBGene00015373	Q11109	Q11109
WBGene00015374	WBGene00015374	Q11110	Q11110
WBGene00015375	WBGene00015375	Q11111	Q11111
WBGene00015376	WBGene00015376	Q11112	Q11112
WBGene00015377	WBGene00015377	Q11113	Q11113
WBGene00015378	WBGene00015378	Q11114	Q11114
WBGene00015379	WBGene00015379	Q11115	Q11115
WBGene00015380	WBGene00015380	Q11116	Q11116
WBGene00015381	WBGene00015381	Q95QY6	Q95QY6
WBGene00015382	WBGene00015382	Q95QY5	Q95QY5
WBGene00015385	WBGene00015385	N.A.	N.A.
WBGene00015386	WBGene00015386	Q11106	Q11106
WBGene00015387	WBGene00015387	Q11122	Q11122
WBGene00015388	WBGene00015388	Q11123	Q11123
WBGene00015389	WBGene00015389	Q11124	Q11124
WBGene00015390	WBGene00015390	Q11125	Q11125
WBGene00015391	WBGene00015391	Q09508	Q09508
WBGene00015392	WBGene00015392	Q8WQG6	Q8WQG6
WBGene00015393	WBGene00015393	O01454	O01454
WBGene00015394	WBGene00015394	O01453	O01453
WBGene00015395	WBGene00015395	O01448	O01448
WBGene00015396	WBGene00015396	O01446	O01446
WBGene00015397	WBGene00015397	A0A131MB07, A0A131MB42	A0A131MB42
WBGene00015398	WBGene00015398	O01452	O01452
WBGene00015399	WBGene00015399	O02627	O02627
WBGene00015400	WBGene00015400	O02628	O02628
WBGene00015401	WBGene00015401	O01459	O01459
WBGene00015402	WBGene00015402	O01460	O01460
WBGene00015403	WBGene00015403	O16660	O16660
WBGene00015404	WBGene00015404	O16658	O16658
WBGene00015405	WBGene00015405	A0A0K3AWR8, O16657	O16657
WBGene00015406	WBGene00015406	O16654	O16654
WBGene00015407	WBGene00015407	O16656	O16656
WBGene00015408	WBGene00015408	O16659	O16659
WBGene00015409	WBGene00015409	A0A0K3ARF6, O16655	O16655
WBGene00015410	WBGene00015410	Q09445	Q09445
WBGene00015411	WBGene00015411	O44454	O44454
WBGene00015412	WBGene00015412	O44452	O44452
WBGene00015413	WBGene00015413	O44451	O44451
WBGene00015414	WBGene00015414	O44449	O44449
WBGene00015416	WBGene00015416	O44453	O44453
WBGene00015417	WBGene00015417	O44455	O44455
WBGene00015418	WBGene00015418	P34288, U4PM34, U4PRC7, U4PBN0, U4PBA1	P34288
WBGene00015419	WBGene00015419	O01473	O01473
WBGene00015421	WBGene00015421	O01469	O01469
WBGene00015422	WBGene00015422	O01467	O01467
WBGene00015423	WBGene00015423	O01464	O01464
WBGene00015424	WBGene00015424	G4RVA5	G4RVA5
WBGene00015425	WBGene00015425	O01470	O01470
WBGene00015426	WBGene00015426	A0A1N7SYS1, A0A1N7SYR9, A0A1N7SYS4, A0A1N7SYU3	A0A1N7SYR9
WBGene00015427	WBGene00015427	Q8IFY6	Q8IFY6
WBGene00015428	WBGene00015428	Q11192	Q11192
WBGene00015429	WBGene00015429	Q11193	Q11193
WBGene00015430	WBGene00015430	Q11194	Q11194
WBGene00015432	WBGene00015432	N.A.	N.A.
WBGene00015433	WBGene00015433	O76679	O76679
WBGene00015434	WBGene00015434	O76677	O76677
WBGene00015435	WBGene00015435	O76676, A0A131MBK3	A0A131MBK3
WBGene00015436	WBGene00015436	N.A.	N.A.
WBGene00015437	WBGene00015437	G5EG07	G5EG07
WBGene00015438	WBGene00015438	O76681	O76681
WBGene00015439	WBGene00015439	N.A.	N.A.
WBGene00015440	WBGene00015440	N.A.	N.A.
WBGene00015441	WBGene00015441	N.A.	N.A.
WBGene00015442	WBGene00015442	O61738	O61738
WBGene00015444	WBGene00015444	Q9GZD6, A0A3B1E639	A0A3B1E639
WBGene00015446	WBGene00015446	Q9GZD4	Q9GZD4
WBGene00015447	WBGene00015447	Q7KNQ6	Q7KNQ6
WBGene00015448	WBGene00015448	Q9GZD2	Q9GZD2
WBGene00015449	WBGene00015449	Q9GZD1	Q9GZD1
WBGene00015450	WBGene00015450	Q9GZD0	Q9GZD0
WBGene00015451	WBGene00015451	Q9GZC9	Q9GZC9
WBGene00015453	WBGene00015453	A9Z1L3	A9Z1L3
WBGene00015454	WBGene00015454	Q17636	Q17636
WBGene00015455	WBGene00015455	Q17638	Q17638
WBGene00015456	WBGene00015456	Q17640	Q17640
WBGene00015457	WBGene00015457	Q17641	Q17641
WBGene00015458	WBGene00015458	Q95QY1	Q95QY1
WBGene00015459	WBGene00015459	Q95QY0	Q95QY0
WBGene00015460	WBGene00015460	A6PVA5, O16314	O16314
WBGene00015461	WBGene00015461	O16311	O16311
WBGene00015462	WBGene00015462	O16312	O16312
WBGene00015463	WBGene00015463	O16313	O16313
WBGene00015464	WBGene00015464	O16315	O16315
WBGene00015465	WBGene00015465	O16316	O16316
WBGene00015466	WBGene00015466	Q95X94, H2KYG1	Q95X94
WBGene00015467	WBGene00015467	O45138	O45138
WBGene00015468	WBGene00015468	O45133, H2KYG5	O45133
WBGene00015469	WBGene00015469	O45136	O45136
WBGene00015470	WBGene00015470	Q95X42, Q95X41	Q95X42
WBGene00015471	WBGene00015471	Q9GYK0	Q9GYK0
WBGene00015472	WBGene00015472	Q9GYK2, A0A4V0IN84	Q9GYK2
WBGene00015473	WBGene00015473	Q9GYK3	Q9GYK3
WBGene00015474	WBGene00015474	Q9GYK1	Q9GYK1
WBGene00015476	WBGene00015476	H2KYG6, Q95ZM9	H2KYG6
WBGene00015477	WBGene00015477	Q11178	Q11178
WBGene00015478	WBGene00015478	Q11179	Q11179
WBGene00015479	WBGene00015479	Q11180	Q11180
WBGene00015480	WBGene00015480	Q11181	Q11181
WBGene00015481	WBGene00015481	P48053	P48053
WBGene00015483	WBGene00015483	Q11185	Q11185
WBGene00015484	WBGene00015484	Q11186, Q8T3F2	Q11186
WBGene00015485	WBGene00015485	Q11187	Q11187
WBGene00015486	WBGene00015486	Q11188	Q11188
WBGene00015487	WBGene00015487	Q11189	Q11189
WBGene00015488	WBGene00015488	Q11191, A0A2K5ATU4	Q11191
WBGene00015489	WBGene00015489	O17357	O17357
WBGene00015490	WBGene00015490	N.A.	N.A.
WBGene00015491	WBGene00015491	E4MVD0	E4MVD0
WBGene00015492	WBGene00015492	Q17667, A0A2K5AU06	Q17667
WBGene00015493	WBGene00015493	Q17666	Q17666
WBGene00015494	WBGene00015494	G5EGG4, L8E7Y1	L8E7Y1
WBGene00015495	WBGene00015495	Q17662	Q17662
WBGene00015496	WBGene00015496	Q17665	Q17665
WBGene00015497	WBGene00015497	Q65CM0	Q65CM0
WBGene00015499	WBGene00015499	O01483	O01483
WBGene00015500	WBGene00015500	O01480	O01480
WBGene00015501	WBGene00015501	Q5TYK5, H2KY56	Q5TYK5
WBGene00015502	WBGene00015502	N.A.	N.A.
WBGene00015503	WBGene00015503	N.A.	N.A.
WBGene00015504	WBGene00015504	O01477	O01477
WBGene00015505	WBGene00015505	Q86ND0, O01481	O01481
WBGene00015506	WBGene00015506	N.A.	N.A.
WBGene00015507	WBGene00015507	W6RTM8, H2KYH8, W6RRQ8, Q8MQE8, W6RQS3, W6RXT0	H2KYH8
WBGene00015508	WBGene00015508	Q17687	Q17687
WBGene00015509	WBGene00015509	Q17686, Q5WRS4	Q5WRS4
WBGene00015510	WBGene00015510	Q17688	Q17688
WBGene00015511	WBGene00015511	Q7JP64	Q7JP64
WBGene00015512	WBGene00015512	Q17693	Q17693
WBGene00015513	WBGene00015513	Q17694	Q17694
WBGene00015514	WBGene00015514	Q17698	Q17698
WBGene00015515	WBGene00015515	Q17695	Q17695
WBGene00015516	WBGene00015516	Q17692	Q17692
WBGene00015517	WBGene00015517	A0A3B1E4S1, A0A3B1E606, Q17691, A0A3B1E3L0, A0A3B1DVH8, A0A3B1DZV2, A0A3B1DQR1, Q8IG54	Q17691
WBGene00015518	WBGene00015518	P34296	P34296
WBGene00015519	WBGene00015519	P34298	P34298
WBGene00015520	WBGene00015520	P34300	P34300
WBGene00015521	WBGene00015521	P34301	P34301
WBGene00015522	WBGene00015522	P34302	P34302
WBGene00015523	WBGene00015523	P34303	P34303
WBGene00015524	WBGene00015524	P34304	P34304
WBGene00015525	WBGene00015525	P34305	P34305
WBGene00015526	WBGene00015526	P34306	P34306
WBGene00015527	WBGene00015527	Q17721	Q17721
WBGene00015528	WBGene00015528	Q17722	Q17722
WBGene00015529	WBGene00015529	Q17719	Q17719
WBGene00015530	WBGene00015530	Q17729	Q17729
WBGene00015531	WBGene00015531	Q17728, V6CLG3	V6CLG3
WBGene00015532	WBGene00015532	Q17726	Q17726
WBGene00015533	WBGene00015533	N.A.	N.A.
WBGene00015534	WBGene00015534	Q17723	Q17723
WBGene00015535	WBGene00015535	Q17724	Q17724
WBGene00015536	WBGene00015536	Q17727	Q17727
WBGene00015537	WBGene00015537	Q17730	Q17730
WBGene00015538	WBGene00015538	P50305	P50305
WBGene00015539	WBGene00015539	V6CL99, Q17731	Q17731
WBGene00015540	WBGene00015540	P50306	P50306
WBGene00015541	WBGene00015541	Q17732, V6CL83	Q17732
WBGene00015543	WBGene00015543	N.A.	N.A.
WBGene00015544	WBGene00015544	Q17738	Q17738
WBGene00015545	WBGene00015545	A8WFJ7, H2KYI4	A8WFJ7
WBGene00015546	WBGene00015546	Q17742	Q17742
WBGene00015547	WBGene00015547	Q17740	Q17740
WBGene00015549	WBGene00015549	Q17751	Q17751
WBGene00015550	WBGene00015550	N.A.	N.A.
WBGene00015551	WBGene00015551	H2KYI5, Q86NI2	H2KYI5
WBGene00015552	WBGene00015552	Q17746	Q17746
WBGene00015553	WBGene00015553	Q17745, V6CLN2	Q17745
WBGene00015554	WBGene00015554	V6CLM8, Q17749	Q17749
WBGene00015555	WBGene00015555	Q17750	Q17750
WBGene00015556	WBGene00015556	N.A.	N.A.
WBGene00015557	WBGene00015557	P34307	P34307
WBGene00015558	WBGene00015558	P34310	P34310
WBGene00015559	WBGene00015559	P34311	P34311
WBGene00015560	WBGene00015560	Q17772	Q17772
WBGene00015561	WBGene00015561	H2KYH5, Q95QX5	Q95QX5
WBGene00015562	WBGene00015562	N.A.	N.A.
WBGene00015564	WBGene00015564	P91021	P91021
WBGene00015565	WBGene00015565	P91020	P91020
WBGene00015566	WBGene00015566	Q17783	Q17783
WBGene00015567	WBGene00015567	Q17782, H2KYJ3	H2KYJ3
WBGene00015568	WBGene00015568	Q17781	Q17781
WBGene00015569	WBGene00015569	Q17780	Q17780
WBGene00015570	WBGene00015570	Q9N5Z4	Q9N5Z4
WBGene00015572	WBGene00015572	Q17798	Q17798
WBGene00015573	WBGene00015573	Q17799	Q17799
WBGene00015574	WBGene00015574	O16327	O16327
WBGene00015575	WBGene00015575	N.A.	N.A.
WBGene00015576	WBGene00015576	G4RU38, O16321	O16321
WBGene00015577	WBGene00015577	O16322, A0A131MBT3	O16322
WBGene00015578	WBGene00015578	Q965N0	Q965N0
WBGene00015579	WBGene00015579	Q95YE7	Q95YE7
WBGene00015580	WBGene00015580	Q95YF0	Q95YF0
WBGene00015581	WBGene00015581	Q95YF1	Q95YF1
WBGene00015582	WBGene00015582	A0A078BS77, Q95YF2	A0A078BS77
WBGene00015583	WBGene00015583	H2KYK1, D1MN44	H2KYK1
WBGene00015586	WBGene00015586	Q17809	Q17809
WBGene00015587	WBGene00015587	Q17810	Q17810
WBGene00015588	WBGene00015588	N.A.	N.A.
WBGene00015589	WBGene00015589	Q17812	Q17812
WBGene00015590	WBGene00015590	P34324, A0A2K5ATM3	P34324
WBGene00015591	WBGene00015591	P34325	P34325
WBGene00015592	WBGene00015592	Q17824	Q17824
WBGene00015593	WBGene00015593	G5EDK7	G5EDK7
WBGene00015594	WBGene00015594	N.A.	N.A.
WBGene00015595	WBGene00015595	O17193	O17193
WBGene00015596	WBGene00015596	N.A.	N.A.
WBGene00015597	WBGene00015597	N.A.	N.A.
WBGene00015598	WBGene00015598	O17196	O17196
WBGene00015599	WBGene00015599	O17198	O17198
WBGene00015600	WBGene00015600	O17199	O17199
WBGene00015601	WBGene00015601	O17200	O17200
WBGene00015602	WBGene00015602	O17201, G4RXG5	G4RXG5
WBGene00015603	WBGene00015603	N.A.	N.A.
WBGene00015604	WBGene00015604	O17203	O17203
WBGene00015605	WBGene00015605	G5EDK7	G5EDK7
WBGene00015606	WBGene00015606	N.A.	N.A.
WBGene00015607	WBGene00015607	O17178	O17178
WBGene00015608	WBGene00015608	Q8MXJ3, H2KYK5	H2KYK5
WBGene00015609	WBGene00015609	H2KYK6	H2KYK6
WBGene00015610	WBGene00015610	O17177	O17177
WBGene00015611	WBGene00015611	O17181	O17181
